Date;Heure début;Heure fin;Centre de charge;Equipe;Code motif d'arrêt;Libellé motif;Durée (mn)
25/11/2025;11:46;11:56;LU-02 Usinage;Matin;LO-20;Saturation aval;10
25/11/2025;12:22;12:45;LU-02 Usinage;Matin;MA-30;Défaut automatisme;23
25/11/2025;13:37;14:17;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
25/11/2025;14:31;14:47;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;16
25/11/2025;15:19;16:06;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;47
25/11/2025;16:20;16:41;LU-02 Usinage;Après-midi;CS-20;Attente outillage;21
25/11/2025;17:19;17:37;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;18
25/11/2025;21:34;22:14;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
25/11/2025;22:30;23:05;LU-02 Usinage;Nuit;MA-10;Panne mécanique;35
25/11/2025;23:25;00:01;LU-02 Usinage;Nuit;CS-10;Changement de série;36
25/11/2025;00:32;00:44;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;12
25/11/2025;01:07;01:41;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;34
25/11/2025;02:13;02:25;LU-02 Usinage;Nuit;LO-20;Saturation aval;12
25/11/2025;06:46;07:26;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
25/11/2025;08:05;09:18;LC-03 Conditionnement;Matin;PL-20;Maintenance préventive planifiée;73
25/11/2025;09:40;10:25;LC-03 Conditionnement;Matin;PL-30;Réunion, formation, audit;45
25/11/2025;10:38;11:02;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;24
25/11/2025;11:12;11:33;LC-03 Conditionnement;Matin;CS-20;Attente outillage;21
26/11/2025;06:56;07:36;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
26/11/2025;07:53;08:16;LA-01 Assemblage;Matin;MA-10;Panne mécanique;23
26/11/2025;08:36;09:00;LA-01 Assemblage;Matin;CS-10;Changement de série;24
26/11/2025;09:26;09:33;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;7
26/11/2025;09:53;10:20;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;27
26/11/2025;10:31;10:51;LA-01 Assemblage;Matin;LO-20;Saturation aval;20
26/11/2025;13:42;14:22;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
26/11/2025;14:35;14:55;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;20
26/11/2025;15:14;15:30;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;16
26/11/2025;06:39;07:19;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
26/11/2025;07:32;07:38;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;6
26/11/2025;07:58;08:19;LU-02 Usinage;Matin;AP-20;Composant non conforme;21
26/11/2025;08:51;09:09;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;18
26/11/2025;09:47;10:08;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;21
26/11/2025;13:51;14:31;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
26/11/2025;14:50;15:15;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;25
26/11/2025;15:33;15:56;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;23
26/11/2025;16:08;16:44;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;36
26/11/2025;17:14;17:31;LU-02 Usinage;Après-midi;CS-10;Changement de série;17
26/11/2025;17:55;18:00;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;5
26/11/2025;21:32;22:12;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
26/11/2025;22:41;23:16;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;35
26/11/2025;23:31;23:38;LU-02 Usinage;Nuit;LO-20;Saturation aval;7
26/11/2025;06:53;07:33;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
26/11/2025;07:50;08:02;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;12
26/11/2025;08:31;08:58;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;27
26/11/2025;09:18;09:43;LC-03 Conditionnement;Matin;CS-10;Changement de série;25
27/11/2025;06:53;07:33;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
27/11/2025;07:51;08:09;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;18
27/11/2025;08:23;08:39;LA-01 Assemblage;Matin;LO-20;Saturation aval;16
27/11/2025;13:45;14:25;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
27/11/2025;14:33;14:50;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;17
27/11/2025;15:14;15:38;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;24
27/11/2025;15:54;16:14;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;20
27/11/2025;06:33;07:13;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
27/11/2025;07:43;08:24;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;41
27/11/2025;08:47;09:17;LU-02 Usinage;Matin;CS-20;Attente outillage;30
27/11/2025;09:44;10:03;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;19
27/11/2025;10:37;10:50;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;13
27/11/2025;11:00;11:44;LU-02 Usinage;Matin;MA-10;Panne mécanique;44
27/11/2025;13:34;14:14;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
27/11/2025;14:53;15:08;LU-02 Usinage;Après-midi;CS-10;Changement de série;15
27/11/2025;15:35;15:44;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;9
27/11/2025;21:57;22:37;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
27/11/2025;23:07;23:20;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;13
27/11/2025;23:47;00:00;LU-02 Usinage;Nuit;AP-20;Composant non conforme;13
27/11/2025;00:30;00:41;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;11
27/11/2025;06:40;07:20;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
27/11/2025;07:41;07:48;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;7
27/11/2025;08:20;08:46;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;26
27/11/2025;09:22;09:38;LC-03 Conditionnement;Matin;LO-20;Saturation aval;16
27/11/2025;10:17;10:32;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;15
28/11/2025;06:54;07:34;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
28/11/2025;07:46;07:53;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;7
28/11/2025;08:14;08:30;LA-01 Assemblage;Matin;AP-20;Composant non conforme;16
28/11/2025;09:02;09:17;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;15
28/11/2025;13:52;14:32;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
28/11/2025;14:56;15:20;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;24
28/11/2025;15:29;15:51;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;22
28/11/2025;16:14;16:55;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;41
28/11/2025;17:07;17:39;LA-01 Assemblage;Après-midi;CS-10;Changement de série;32
28/11/2025;06:44;07:24;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
28/11/2025;07:59;08:25;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;26
28/11/2025;08:47;09:30;LU-02 Usinage;Matin;MA-10;Panne mécanique;43
28/11/2025;13:32;14:12;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
28/11/2025;14:36;14:55;LU-02 Usinage;Après-midi;LO-20;Saturation aval;19
28/11/2025;15:10;15:29;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;19
28/11/2025;15:50;16:03;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;13
28/11/2025;21:30;22:10;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
28/11/2025;22:39;23:15;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;36
28/11/2025;23:45;00:04;LU-02 Usinage;Nuit;CS-20;Attente outillage;19
28/11/2025;00:33;00:46;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;13
28/11/2025;01:06;01:23;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;17
28/11/2025;06:49;07:29;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
28/11/2025;07:53;08:27;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;34
28/11/2025;08:57;09:09;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;12
28/11/2025;09:33;09:45;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;12
28/11/2025;09:58;10:18;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;20
28/11/2025;10:30;11:14;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;44
01/12/2025;06:31;07:11;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
01/12/2025;07:25;09:24;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;119
01/12/2025;10:01;10:23;LA-01 Assemblage;Matin;CS-20;Attente outillage;22
01/12/2025;11:03;11:25;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;22
01/12/2025;12:03;12:29;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;26
01/12/2025;13:55;14:35;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
01/12/2025;14:55;15:17;LA-01 Assemblage;Après-midi;CS-10;Changement de série;22
01/12/2025;15:50;16:01;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;11
01/12/2025;16:10;16:40;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;30
01/12/2025;17:01;17:10;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;9
01/12/2025;17:23;19:07;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;104
01/12/2025;06:39;07:19;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
01/12/2025;07:36;07:41;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;5
01/12/2025;08:05;08:31;LU-02 Usinage;Matin;MO-10;Absence non remplacée;26
01/12/2025;08:45;08:53;LU-02 Usinage;Matin;LO-20;Saturation aval;8
01/12/2025;13:54;14:34;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
01/12/2025;14:46;14:59;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;13
01/12/2025;15:16;15:32;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;16
01/12/2025;15:45;17:18;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;93
01/12/2025;17:52;18:10;LU-02 Usinage;Après-midi;CS-20;Attente outillage;18
01/12/2025;21:32;22:12;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
01/12/2025;22:43;22:54;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;11
01/12/2025;23:25;01:25;LU-02 Usinage;Nuit;MA-10;Panne mécanique;120
01/12/2025;01:47;02:04;LU-02 Usinage;Nuit;CS-10;Changement de série;17
01/12/2025;02:41;02:53;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;12
01/12/2025;03:18;03:41;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;23
01/12/2025;06:48;07:28;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
01/12/2025;07:53;08:07;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;14
01/12/2025;08:21;10:04;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;103
02/12/2025;06:41;07:21;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
02/12/2025;07:41;07:58;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;17
02/12/2025;08:22;09:09;LA-01 Assemblage;Matin;MA-10;Panne mécanique;47
02/12/2025;09:28;09:57;LA-01 Assemblage;Matin;CS-10;Changement de série;29
02/12/2025;10:22;10:31;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;9
02/12/2025;10:41;11:03;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;22
02/12/2025;13:49;14:29;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
02/12/2025;15:00;15:19;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;19
02/12/2025;15:37;15:57;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;20
02/12/2025;06:35;07:15;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
02/12/2025;07:35;07:55;LU-02 Usinage;Matin;MA-30;Défaut automatisme;20
02/12/2025;08:33;08:41;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;8
02/12/2025;09:15;09:34;LU-02 Usinage;Matin;AP-20;Composant non conforme;19
02/12/2025;10:04;10:18;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;14
02/12/2025;13:29;14:09;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
02/12/2025;14:19;14:31;LU-02 Usinage;Après-midi;CS-20;Attente outillage;12
02/12/2025;14:54;15:20;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;26
02/12/2025;15:37;15:51;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;14
02/12/2025;16:13;17:06;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;53
02/12/2025;17:36;17:53;LU-02 Usinage;Après-midi;CS-10;Changement de série;17
02/12/2025;21:39;22:19;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
02/12/2025;22:43;22:51;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;8
02/12/2025;23:25;23:41;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;16
02/12/2025;06:59;07:39;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
02/12/2025;07:54;08:12;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;18
02/12/2025;08:26;08:48;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;22
02/12/2025;09:17;10:11;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;54
03/12/2025;06:33;07:13;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
03/12/2025;07:53;08:56;LA-01 Assemblage;Matin;PL-20;Maintenance préventive planifiée;63
03/12/2025;09:22;09:28;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;6
03/12/2025;09:55;10:31;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;36
03/12/2025;13:39;14:19;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
03/12/2025;14:50;15:12;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;22
03/12/2025;15:29;15:42;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;13
03/12/2025;16:08;16:32;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;24
03/12/2025;06:49;07:29;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
03/12/2025;07:37;08:41;LU-02 Usinage;Matin;PL-20;Maintenance préventive planifiée;64
03/12/2025;08:57;09:14;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;17
03/12/2025;09:46;10:28;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;42
03/12/2025;10:42;11:13;LU-02 Usinage;Matin;CS-20;Attente outillage;31
03/12/2025;11:26;11:43;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;17
03/12/2025;11:56;12:22;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;26
03/12/2025;13:40;14:20;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
03/12/2025;14:42;15:32;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;50
03/12/2025;16:06;16:37;LU-02 Usinage;Après-midi;CS-10;Changement de série;31
03/12/2025;21:28;22:08;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
03/12/2025;22:28;22:50;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;22
03/12/2025;23:12;23:27;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;15
03/12/2025;23:59;00:20;LU-02 Usinage;Nuit;AP-20;Composant non conforme;21
03/12/2025;06:34;07:14;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
03/12/2025;07:39;08:44;LC-03 Conditionnement;Matin;PL-20;Maintenance préventive planifiée;65
03/12/2025;09:07;09:43;LC-03 Conditionnement;Matin;CS-10;Changement de série;36
03/12/2025;10:12;10:18;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;6
03/12/2025;10:27;11:05;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;38
03/12/2025;11:14;11:30;LC-03 Conditionnement;Matin;LO-20;Saturation aval;16
04/12/2025;06:32;07:12;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
04/12/2025;07:40;08:14;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;34
04/12/2025;08:33;08:50;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;17
04/12/2025;09:21;09:40;LA-01 Assemblage;Matin;AP-20;Composant non conforme;19
04/12/2025;13:55;14:35;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
04/12/2025;15:15;15:47;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;32
04/12/2025;16:27;16:53;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;26
04/12/2025;17:30;17:42;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;12
04/12/2025;18:18;19:14;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;56
04/12/2025;06:57;07:37;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
04/12/2025;07:51;08:19;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;28
04/12/2025;08:42;08:59;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;17
04/12/2025;13:39;14:19;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
04/12/2025;14:29;15:07;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;38
04/12/2025;15:31;15:46;LU-02 Usinage;Après-midi;LO-20;Saturation aval;15
04/12/2025;15:56;16:34;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;38
04/12/2025;21:49;22:29;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
04/12/2025;22:57;23:16;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;19
04/12/2025;23:49;00:24;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;35
04/12/2025;00:42;00:57;LU-02 Usinage;Nuit;CS-20;Attente outillage;15
04/12/2025;01:15;01:48;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;33
04/12/2025;06:53;07:33;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
04/12/2025;08:11;08:26;LC-03 Conditionnement;Matin;LO-20;Saturation aval;15
04/12/2025;08:41;08:57;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;16
04/12/2025;09:32;09:48;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;16
04/12/2025;09:58;10:17;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;19
04/12/2025;10:48;10:58;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;10
05/12/2025;06:35;07:15;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
05/12/2025;07:24;07:45;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;21
05/12/2025;08:24;09:11;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;47
05/12/2025;09:44;10:01;LA-01 Assemblage;Matin;CS-20;Attente outillage;17
05/12/2025;10:16;10:46;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;30
05/12/2025;13:47;14:27;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
05/12/2025;15:02;15:41;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;39
05/12/2025;15:58;16:38;LA-01 Assemblage;Après-midi;CS-10;Changement de série;40
05/12/2025;16:59;17:10;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;11
05/12/2025;17:44;18:16;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;32
05/12/2025;18:33;18:52;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;19
05/12/2025;06:52;07:32;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
05/12/2025;07:47;08:13;LU-02 Usinage;Matin;CS-10;Changement de série;26
05/12/2025;08:50;08:57;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;7
05/12/2025;09:05;09:36;LU-02 Usinage;Matin;MO-10;Absence non remplacée;31
05/12/2025;13:54;14:34;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
05/12/2025;14:56;15:11;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;15
05/12/2025;15:31;15:55;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;24
05/12/2025;16:05;16:22;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;17
05/12/2025;16:57;17:40;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;43
05/12/2025;21:49;22:29;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
05/12/2025;22:49;23:19;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;30
05/12/2025;23:46;00:03;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;17
05/12/2025;00:16;00:47;LU-02 Usinage;Nuit;MA-10;Panne mécanique;31
05/12/2025;01:16;01:36;LU-02 Usinage;Nuit;CS-10;Changement de série;20
05/12/2025;01:56;02:07;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;11
05/12/2025;06:53;07:33;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
05/12/2025;07:56;08:16;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;20
05/12/2025;08:37;08:50;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;13
08/12/2025;06:54;07:34;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
08/12/2025;08:01;08:21;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;20
08/12/2025;08:52;09:07;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;15
08/12/2025;09:40;10:03;LA-01 Assemblage;Matin;MA-10;Panne mécanique;23
08/12/2025;10:13;10:49;LA-01 Assemblage;Matin;CS-10;Changement de série;36
08/12/2025;11:14;11:20;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;6
08/12/2025;13:47;14:27;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
08/12/2025;15:06;15:22;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;16
08/12/2025;15:34;15:49;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;15
08/12/2025;06:50;07:30;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
08/12/2025;08:05;08:19;LU-02 Usinage;Matin;LO-20;Saturation aval;14
08/12/2025;08:34;09:11;LU-02 Usinage;Matin;MA-30;Défaut automatisme;37
08/12/2025;09:23;09:36;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;13
08/12/2025;10:04;10:20;LU-02 Usinage;Matin;AP-20;Composant non conforme;16
08/12/2025;13:51;14:31;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
08/12/2025;14:58;15:35;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;37
08/12/2025;15:59;16:16;LU-02 Usinage;Après-midi;CS-20;Attente outillage;17
08/12/2025;16:56;17:27;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;31
08/12/2025;17:40;17:59;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;19
08/12/2025;18:26;19:06;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;40
08/12/2025;21:59;22:39;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
08/12/2025;23:12;23:39;LU-02 Usinage;Nuit;CS-10;Changement de série;27
08/12/2025;23:53;00:01;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;8
08/12/2025;06:58;07:38;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
08/12/2025;08:15;08:40;LC-03 Conditionnement;Matin;CS-20;Attente outillage;25
08/12/2025;09:20;09:52;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;32
08/12/2025;10:28;10:38;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;10
09/12/2025;06:52;07:32;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
09/12/2025;07:59;08:17;LA-01 Assemblage;Matin;CS-10;Changement de série;18
09/12/2025;08:36;08:43;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;7
09/12/2025;13:53;14:33;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
09/12/2025;15:12;15:18;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;6
09/12/2025;15:40;15:59;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;19
09/12/2025;16:20;16:36;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;16
09/12/2025;06:39;07:19;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
09/12/2025;07:44;08:13;LU-02 Usinage;Matin;AP-20;Composant non conforme;29
09/12/2025;08:24;08:46;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;22
09/12/2025;09:16;09:41;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;25
09/12/2025;10:18;10:43;LU-02 Usinage;Matin;CS-20;Attente outillage;25
09/12/2025;10:53;11:18;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;25
09/12/2025;13:42;14:22;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
09/12/2025;15:02;15:12;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;10
09/12/2025;15:51;16:21;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;30
09/12/2025;21:35;22:15;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
09/12/2025;22:29;22:42;LU-02 Usinage;Nuit;LO-20;Saturation aval;13
09/12/2025;23:00;23:20;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;20
09/12/2025;23:59;00:05;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;6
09/12/2025;06:40;07:20;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
09/12/2025;07:56;08:40;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;44
09/12/2025;09:08;09:27;LC-03 Conditionnement;Matin;CS-10;Changement de série;19
09/12/2025;09:43;09:51;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;8
