Date de production;Centre de charge;Equipe;Code article;Désignation article;Temps d'ouverture (mn);Arrêts planifiés (mn);Arrêts panne (mn);Arrêts changement de série (mn);Arrêts réglage (mn);Arrêts manque composant (mn);Arrêts effectif (mn);Autres arrêts (mn);Nb interventions maintenance;Cadence théorique (p/mn);Qté lancée;Qté bonne 1er passage;Qté retouchée;Qté rebutée;Qté au programme;Effectif théorique;Effectif présent;Accidents AT;Presqu'accidents
19/12/2025;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;0;13;0;32;0;0;0;9,0;3039;2972;26;41;3090;8;7;0;0
19/12/2025;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;0;0;10;0;32;14;0;9,0;3010;2952;23;35;3098;8;8;0;0
19/12/2025;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;114;54;28;0;26;20;0;1;22,0;4581;4498;33;50;4769;6;6;0;0
05/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;0;0;9;0;15;7;0;12,5;4831;4739;36;56;4973;12;12;0;0
05/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;24;25;0;12;0;23;1;12,5;4071;4005;26;40;4243;12;12;0;0
05/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;21;0;0;0;0;13;1;7,5;2847;2812;14;21;3038;8;8;0;0
05/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;43;17;10;0;0;0;1;7,5;2511;2488;9;14;2497;8;8;0;1
05/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;28;0;8;23;0;11;1;7,5;2231;2217;5;9;2244;8;8;0;0
05/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;20;39;9;0;18;14;1;18,0;5661;5632;11;18;5758;6;6;0;0
06/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;36;0;12;21;0;13;1;15,0;4698;4669;11;18;4727;12;12;0;0
06/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;55;33;0;24;17;0;1;15,0;4501;4406;38;57;4534;12;12;0;0
06/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;36;0;0;27;15;0;1;9,0;2818;2770;19;29;2905;8;8;0;0
06/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;34;0;11;0;26;15;1;9,0;3042;2999;17;26;3174;8;8;0;0
06/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;41;19;0;17;20;15;1;9,0;2480;2452;11;17;2620;8;8;0;0
06/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;14;0;0;0;0;9;1;22,0;7843;7764;31;48;8381;6;6;0;0
07/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;22;25;0;14;14;22;1;12,5;3965;3921;17;27;4189;12;12;0;0
07/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;42;40;0;0;0;0;1;12,5;4005;3972;13;20;4284;12;12;0;1
07/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;0;32;9;0;18;19;0;7,5;2484;2429;22;33;2475;8;7;0;0
07/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;28;24;14;14;0;22;1;7,5;2243;2200;17;26;2262;8;8;0;0
07/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;0;0;0;34;15;0;0;7,5;2314;2276;15;23;2361;8;8;0;0
07/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;42;0;0;12;0;21;1;18,0;5945;5855;36;54;6136;6;6;0;0
08/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;85;0;0;0;13;16;0;0;15,0;4693;4617;30;46;4790;12;12;0;0
08/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;18;0;0;0;31;9;1;15,0;5414;5343;28;43;5594;12;11;0;0
08/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;85;16;0;7;28;0;28;1;9,0;2744;2719;10;15;2903;8;8;0;0
08/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;37;24;0;0;0;0;1;9,0;3189;3169;8;12;3416;8;8;0;0
08/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;0;20;6;0;15;0;0;9,0;3005;2941;25;39;2966;8;8;0;0
08/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;85;43;22;0;20;11;0;1;22,0;6281;6155;50;76;6267;6;6;0;0
09/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;0;31;10;0;28;0;0;12,5;4196;4107;35;54;4142;12;12;0;0
09/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;21;0;7;16;0;22;1;12,5;4090;4016;29;45;4085;12;12;0;0
09/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;0;0;0;25;0;10;0;7,5;2718;2679;15;24;2777;8;8;0;0
09/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;31;35;0;0;14;0;1;7,5;2335;2309;10;16;2415;8;8;0;0
09/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;23;0;12;28;0;17;1;7,5;2363;2344;7;12;2474;8;8;0;0
09/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;28;26;10;0;26;10;1;18,0;5416;5378;15;23;5737;6;6;0;1
12/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;104;30;0;12;29;0;13;1;15,0;4182;4148;13;21;4380;12;12;0;0
12/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;68;28;0;22;22;0;2;15,0;4162;4141;8;13;4413;12;12;0;0
12/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;105;0;14;0;23;23;0;0;9,0;2679;2628;20;31;2648;8;8;0;0
12/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;15;0;11;0;37;13;1;9,0;2997;2949;19;29;2997;8;8;0;0
12/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;46;12;0;52;0;15;1;9,0;2270;2240;12;18;2297;8;7;0;0
12/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;106;0;0;0;0;24;8;0;22,0;7034;6949;34;51;7198;6;6;0;0
13/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;118;30;0;29;0;10;1;12,5;2798;2761;14;23;2831;12;11;0;0
13/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;117;0;0;0;12;0;1;12,5;3323;3289;13;21;3404;12;12;0;0
13/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;118;27;13;0;28;0;1;7,5;1666;1656;4;6;1747;8;8;0;1
13/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;221;0;10;11;0;14;2;7,5;1331;1303;11;17;1397;8;8;0;0
13/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;0;13;0;34;0;0;0;7,5;2545;2499;18;28;2706;8;8;0;0
13/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;0;0;15;28;0;21;0;18,0;5854;5754;40;60;5794;6;6;0;0
14/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;0;14;0;28;0;0;0;15,0;5581;5480;40;61;5935;12;12;0;0
14/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;0;0;11;0;23;11;0;15,0;5362;5281;32;49;5313;12;12;0;0
14/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;14;0;13;13;23;16;1;9,0;3005;2971;13;21;3044;8;8;0;0
14/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;35;0;0;0;0;18;1;9,0;3117;3092;10;15;3197;8;8;0;0
14/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;52;34;12;0;0;0;1;9,0;2428;2415;5;8;2520;8;8;0;1
14/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;31;16;0;17;13;0;1;22,0;7307;7146;64;97;7589;6;5;0;0
15/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;35;24;5;0;0;0;1;12,5;4065;4044;8;13;4220;12;12;0;1
15/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;24;0;11;11;0;9;1;12,5;4595;4503;36;56;4777;12;12;0;0
15/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;0;0;7;18;0;0;0;7,5;2661;2618;17;26;2833;8;8;0;0
15/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;28;0;0;25;14;0;1;7,5;2643;2608;14;21;2622;8;7;0;0
15/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;27;0;7;0;23;16;1;7,5;2312;2288;9;15;2320;8;8;0;0
15/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;40;15;9;0;48;0;1;18,0;5697;5645;20;32;5780;6;6;0;0
16/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;27;0;16;0;15;8;1;15,0;5133;5081;20;32;5152;12;12;0;0
16/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;23;24;0;13;25;22;1;15,0;4420;4389;12;19;4490;12;12;0;0
16/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;26;27;0;32;0;0;1;9,0;2891;2830;24;37;2972;8;8;0;0
16/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;0;30;6;0;33;14;0;9,0;2811;2760;20;31;2926;8;8;0;0
16/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;37;31;14;17;0;14;1;9,0;2579;2540;15;24;2718;8;8;0;0
16/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;0;0;12;0;29;0;0;22,0;7856;7746;44;66;8376;6;6;0;0
19/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;24;21;16;14;0;13;1;12,5;4246;4182;25;39;4475;12;12;0;0
19/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;0;0;0;33;10;0;0;12,5;4639;4583;22;34;4951;12;12;0;0
19/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;53;27;11;0;26;0;1;7,5;2313;2294;7;12;2324;8;8;0;0
19/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;30;0;7;28;0;33;1;7,5;2372;2360;4;8;2412;8;8;0;0
19/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;24;21;0;0;0;0;1;7,5;2450;2401;19;30;2494;8;8;0;0
19/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;16;0;17;21;0;0;1;18,0;6565;6440;50;75;6760;6;6;0;0
20/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;96;34;14;0;0;0;0;1;15,0;4510;4419;36;55;4592;12;12;0;0
20/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;0;28;13;0;38;0;0;15,0;4683;4603;32;48;4828;12;12;0;0
20/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;97;38;0;26;0;17;13;1;9,0;2301;2271;12;18;2428;8;7;0;0
20/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;0;0;0;25;0;11;0;9,0;3108;3076;12;20;3320;8;8;0;0
20/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;56;21;0;0;20;0;1;9,0;2662;2643;7;12;2650;8;8;0;0
20/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;98;31;18;0;19;0;16;1;22,0;5736;5701;14;21;5772;6;6;0;0
21/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;43;23;0;0;13;0;1;12,5;4264;4234;12;18;4246;12;12;0;0
21/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;35;0;13;21;0;19;1;12,5;4026;3937;35;54;4012;12;11;0;0
21/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;16;0;17;0;0;0;1;7,5;2854;2802;20;32;2909;8;8;0;0
21/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;0;18;0;25;16;0;0;7,5;2586;2547;15;24;2668;8;8;0;0
21/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;18;0;13;0;38;15;1;7,5;2139;2113;10;16;2234;8;8;0;0
21/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;30;39;6;21;18;0;1;18,0;5427;5367;24;36;5735;6;6;0;0
22/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;36;0;9;0;37;20;1;15,0;4436;4382;21;33;4634;12;12;0;0
22/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;20;13;0;41;0;23;1;15,0;4964;4919;18;27;5252;12;12;0;0
22/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;31;23;0;0;0;18;1;9,0;2864;2849;6;9;2855;8;8;0;0
22/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;36;28;13;0;28;0;1;9,0;2879;2821;23;35;2872;8;8;0;1
22/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;33;0;10;24;0;9;2;9,0;2780;2732;19;29;2807;8;8;0;0
22/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;0;35;12;0;0;0;0;22,0;7392;7273;47;72;7546;6;6;0;0
23/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;85;57;0;10;25;0;22;2;12,5;3249;3193;22;34;3280;12;12;0;0
23/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;0;23;0;26;0;0;0;12,5;4374;4312;24;38;4470;12;12;0;0
23/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;85;24;26;0;14;20;0;1;7,5;2134;2112;8;14;2231;8;8;0;0
23/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;22;0;12;16;26;7;1;7,5;2369;2352;6;11;2508;8;8;0;0
23/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;21;0;0;0;0;12;1;7,5;2417;2363;21;33;2563;8;7;0;0
23/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;85;20;0;14;0;0;7;1;18,0;5766;5644;48;74;5692;6;6;0;0
26/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;19;0;0;0;0;23;1;15,0;5104;4991;45;68;5415;12;11;0;0
26/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;43;21;11;0;0;0;1;15,0;5173;5074;39;60;5113;12;12;0;1
26/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;30;23;12;0;22;9;1;9,0;2987;2942;18;27;3020;8;8;0;0
26/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;0;0;17;24;0;0;0;9,0;3357;3316;16;25;3435;8;8;0;0
26/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;36;0;0;29;18;0;1;9,0;2663;2639;9;15;2758;8;8;0;0
26/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;26;19;0;25;0;13;1;22,0;7500;7440;24;36;7856;6;6;0;0
27/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;47;0;0;24;11;0;1;12,5;4049;4012;14;23;4193;12;12;0;0
27/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;31;0;7;0;36;14;1;12,5;3850;3826;9;15;4036;12;12;0;0
27/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;29;0;0;0;0;17;1;7,5;2644;2591;21;32;2808;8;8;0;0
27/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;46;17;0;22;0;0;1;7,5;2303;2263;16;24;2279;8;8;0;0
27/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;0;36;8;0;18;16;0;7,5;2377;2343;13;21;2379;8;8;0;0
27/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;52;44;0;17;21;0;1;18,0;4874;4810;25;39;4933;6;5;0;0
28/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;113;0;41;11;0;36;19;0;15,0;3724;3671;21;32;3729;12;12;0;0
28/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;32;18;15;27;0;9;1;15,0;4703;4651;20;32;4766;12;12;0;0
28/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;114;38;0;0;23;0;16;1;9,0;2457;2439;7;11;2547;8;8;0;0
28/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;50;37;10;0;25;0;1;9,0;2618;2560;23;35;2718;8;7;0;0
28/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;32;0;12;17;0;31;1;9,0;2532;2483;19;30;2661;8;8;0;0
28/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;115;50;37;0;0;0;0;1;22,0;5718;5615;41;62;6081;6;6;0;1
29/01/2026;LA-01 Assemblage;Matin;ART-40130;Carter aluminium A30;480;40;15;0;6;27;0;30;1;12,5;4004;3927;30;47;4209;12;12;0;0
29/01/2026;LA-01 Assemblage;Après-midi;ART-40130;Carter aluminium A30;480;40;32;13;0;0;0;0;1;12,5;4221;4153;27;41;4494;12;12;0;0
29/01/2026;LU-02 Usinage;Matin;ART-51810;Support moteur S18;480;40;41;21;0;24;25;0;1;7,5;2159;2133;10;16;2164;8;8;0;0
29/01/2026;LU-02 Usinage;Après-midi;ART-51810;Support moteur S18;480;40;21;0;20;0;22;12;1;7,5;2641;2617;9;15;2679;8;8;0;0
29/01/2026;LU-02 Usinage;Nuit;ART-51810;Support moteur S18;450;40;0;0;0;25;0;9;0;7,5;2636;2620;6;10;2707;8;8;0;0
29/01/2026;LC-03 Conditionnement;Matin;ART-62600;Kit conditionné K6;480;40;21;0;0;0;23;14;1;18,0;5947;5917;12;18;6176;6;6;0;0
30/01/2026;LA-01 Assemblage;Matin;ART-40120;Carter aluminium A20;480;40;0;0;0;13;0;23;0;15,0;5666;5632;13;21;5819;12;12;0;0
30/01/2026;LA-01 Assemblage;Après-midi;ART-40120;Carter aluminium A20;480;40;21;24;0;0;23;0;1;15,0;5049;4942;42;65;5191;12;12;0;0
30/01/2026;LU-02 Usinage;Matin;ART-51210;Support moteur S12;480;40;36;19;13;0;31;13;1;9,0;2730;2683;18;29;2873;8;8;0;1
30/01/2026;LU-02 Usinage;Après-midi;ART-51210;Support moteur S12;480;40;32;0;15;0;0;0;1;9,0;3165;3120;18;27;3374;8;8;0;0
30/01/2026;LU-02 Usinage;Nuit;ART-51210;Support moteur S12;450;40;0;14;0;22;18;0;0;9,0;2771;2740;12;19;2752;8;8;0;0
30/01/2026;LC-03 Conditionnement;Matin;ART-62400;Kit conditionné K4;480;40;43;0;11;28;0;13;1;22,0;6944;6874;28;42;6971;6;6;0;0
